创建为新数据集,样品 1045 用户 Administrator 日期 星期二, 七月 30 2019
cm-1,%T
10000.00,2.99
9999.00,2.96
9998.00,2.92
9997.00,2.88
9996.00,2.85
9995.00,2.82
9994.00,2.79
9993.00,2.77
9992.00,2.75
9991.00,2.73
9990.00,2.71
9989.00,2.69
9988.00,2.68
9987.00,2.66
9986.00,2.64
9985.00,2.62
9984.00,2.60
9983.00,2.58
9982.00,2.56
9981.00,2.54
9980.00,2.52
9979.00,2.50
9978.00,2.49
9977.00,2.47
9976.00,2.47
9975.00,2.47
9974.00,2.47
9973.00,2.47
9972.00,2.48
9971.00,2.49
9970.00,2.50
9969.00,2.52
9968.00,2.53
9967.00,2.53
9966.00,2.54
9965.00,2.55
9964.00,2.55
9963.00,2.55
9962.00,2.56
9961.00,2.56
9960.00,2.56
9959.00,2.56
9958.00,2.56
9957.00,2.57
9956.00,2.57
9955.00,2.57
9954.00,2.57
9953.00,2.57
9952.00,2.57
9951.00,2.57
9950.00,2.57
9949.00,2.57
9948.00,2.57
9947.00,2.57
9946.00,2.57
9945.00,2.57
9944.00,2.56
9943.00,2.56
9942.00,2.56
9941.00,2.55
9940.00,2.55
9939.00,2.55
9938.00,2.54
9937.00,2.54
9936.00,2.54
9935.00,2.53
9934.00,2.53
9933.00,2.53
9932.00,2.52
9931.00,2.52
9930.00,2.52
9929.00,2.51
9928.00,2.51
9927.00,2.50
9926.00,2.50
9925.00,2.49
9924.00,2.47
9923.00,2.46
9922.00,2.44
9921.00,2.42
9920.00,2.40
9919.00,2.38
9918.00,2.36
9917.00,2.34
9916.00,2.32
9915.00,2.30
9914.00,2.28
9913.00,2.26
9912.00,2.24
9911.00,2.22
9910.00,2.20
9909.00,2.19
9908.00,2.17
9907.00,2.16
9906.00,2.14
9905.00,2.13
9904.00,2.12
9903.00,2.12
9902.00,2.12
9901.00,2.12
9900.00,2.12
9899.00,2.13
9898.00,2.14
9897.00,2.15
9896.00,2.16
9895.00,2.18
9894.00,2.20
9893.00,2.22
9892.00,2.23
9891.00,2.25
9890.00,2.27
9889.00,2.29
9888.00,2.31
9887.00,2.33
9886.00,2.34
9885.00,2.36
9884.00,2.38
9883.00,2.40
9882.00,2.42
9881.00,2.43
9880.00,2.45
9879.00,2.46
9878.00,2.46
9877.00,2.47
9876.00,2.47
9875.00,2.47
9874.00,2.47
9873.00,2.47
9872.00,2.46
9871.00,2.46
9870.00,2.45
9869.00,2.44
9868.00,2.43
9867.00,2.42
9866.00,2.41
9865.00,2.41
9864.00,2.40
9863.00,2.40
9862.00,2.40
9861.00,2.40
9860.00,2.41
9859.00,2.42
9858.00,2.42
9857.00,2.43
9856.00,2.45
9855.00,2.46
9854.00,2.47
9853.00,2.49
9852.00,2.50
9851.00,2.52
9850.00,2.53
9849.00,2.55
9848.00,2.57
9847.00,2.58
9846.00,2.60
9845.00,2.62
9844.00,2.63
9843.00,2.65
9842.00,2.67
9841.00,2.68
9840.00,2.70
9839.00,2.71
9838.00,2.73
9837.00,2.73
9836.00,2.74
9835.00,2.74
9834.00,2.73
9833.00,2.72
9832.00,2.70
9831.00,2.69
9830.00,2.67
