创建为新数据集,样品 1577 用户 Administrator 日期 星期日, 三月 12 2017
cm-1,%T
10000.00,0.79
9998.00,0.79
9996.00,0.79
9994.00,0.79
9992.00,0.79
9990.00,0.79
9988.00,0.79
9986.00,0.79
9984.00,0.79
9982.00,0.79
9980.00,0.79
9978.00,0.80
9976.00,0.80
9974.00,0.80
9972.00,0.81
9970.00,0.81
9968.00,0.81
9966.00,0.81
9964.00,0.81
9962.00,0.81
9960.00,0.81
9958.00,0.81
9956.00,0.80
9954.00,0.80
9952.00,0.80
9950.00,0.79
9948.00,0.79
9946.00,0.78
9944.00,0.78
9942.00,0.77
9940.00,0.77
9938.00,0.77
9936.00,0.76
9934.00,0.76
9932.00,0.76
9930.00,0.76
9928.00,0.76
9926.00,0.77
9924.00,0.77
9922.00,0.77
9920.00,0.78
9918.00,0.78
9916.00,0.78
9914.00,0.78
9912.00,0.78
9910.00,0.78
9908.00,0.78
9906.00,0.78
9904.00,0.78
9902.00,0.78
9900.00,0.78
9898.00,0.78
9896.00,0.78
9894.00,0.78
9892.00,0.79
9890.00,0.79
9888.00,0.79
9886.00,0.79
9884.00,0.79
9882.00,0.79
9880.00,0.79
9878.00,0.79
9876.00,0.79
9874.00,0.79
9872.00,0.79
9870.00,0.79
9868.00,0.79
9866.00,0.79
9864.00,0.79
9862.00,0.79
9860.00,0.78
9858.00,0.78
9856.00,0.78
9854.00,0.78
9852.00,0.77
9850.00,0.77
9848.00,0.77
9846.00,0.77
9844.00,0.77
9842.00,0.77
9840.00,0.77
9838.00,0.77
9836.00,0.78
9834.00,0.78
9832.00,0.78
9830.00,0.77
9828.00,0.77
9826.00,0.77
9824.00,0.77
9822.00,0.77
9820.00,0.77
9818.00,0.77
9816.00,0.76
9814.00,0.76
9812.00,0.76
9810.00,0.75
9808.00,0.75
9806.00,0.75
9804.00,0.75
9802.00,0.75
9800.00,0.76
9798.00,0.76
9796.00,0.76
9794.00,0.77
9792.00,0.77
9790.00,0.77
9788.00,0.77
9786.00,0.77
9784.00,0.77
9782.00,0.77
9780.00,0.77
