创建为新数据集,样品 1743 用户 Administrator 日期 星期三, 三月 15 2017
cm-1,%T
10000.00,0.87
9998.00,0.86
9996.00,0.86
9994.00,0.86
9992.00,0.87
9990.00,0.87
9988.00,0.87
9986.00,0.87
9984.00,0.87
9982.00,0.87
9980.00,0.87
9978.00,0.87
9976.00,0.86
9974.00,0.86
9972.00,0.85
9970.00,0.85
9968.00,0.84
9966.00,0.84
9964.00,0.84
9962.00,0.84
9960.00,0.84
9958.00,0.84
9956.00,0.84
9954.00,0.85
9952.00,0.85
9950.00,0.85
9948.00,0.86
9946.00,0.86
9944.00,0.86
9942.00,0.86
9940.00,0.85
9938.00,0.85
9936.00,0.85
9934.00,0.85
9932.00,0.85
9930.00,0.85
9928.00,0.85
9926.00,0.85
9924.00,0.86
9922.00,0.86
9920.00,0.86
9918.00,0.86
9916.00,0.86
9914.00,0.86
9912.00,0.85
9910.00,0.85
9908.00,0.85
9906.00,0.85
9904.00,0.85
9902.00,0.85
9900.00,0.85
9898.00,0.85
9896.00,0.86
9894.00,0.86
9892.00,0.86
9890.00,0.86
9888.00,0.86
9886.00,0.86
9884.00,0.86
9882.00,0.86
9880.00,0.85
9878.00,0.85
9876.00,0.84
9874.00,0.84
9872.00,0.84
9870.00,0.84
9868.00,0.83
9866.00,0.83
9864.00,0.83
9862.00,0.83
9860.00,0.83
9858.00,0.83
9856.00,0.83
9854.00,0.83
9852.00,0.83
9850.00,0.83
9848.00,0.82
9846.00,0.82
9844.00,0.82
9842.00,0.82
9840.00,0.83
9838.00,0.83
9836.00,0.84
9834.00,0.84
9832.00,0.85
9830.00,0.85
9828.00,0.86
9826.00,0.86
9824.00,0.86
9822.00,0.87
9820.00,0.87
9818.00,0.87
9816.00,0.87
9814.00,0.87
9812.00,0.86
9810.00,0.86
9808.00,0.85
9806.00,0.85
9804.00,0.84
9802.00,0.84
9800.00,0.83
9798.00,0.83
9796.00,0.83
9794.00,0.83
9792.00,0.84
9790.00,0.84
9788.00,0.84
9786.00,0.85
9784.00,0.85
9782.00,0.85
9780.00,0.85
9778.00,0.85
9776.00,0.85
9774.00,0.85
9772.00,0.85
9770.00,0.85
