创建为新数据集,样品 023 用户 Administrator 日期 星期五, 七月 26 2019
cm-1,%T
10000.00,0.73
9999.00,0.74
9998.00,0.74
9997.00,0.74
9996.00,0.75
9995.00,0.75
9994.00,0.76
9993.00,0.77
9992.00,0.77
9991.00,0.78
9990.00,0.79
9989.00,0.79
9988.00,0.79
9987.00,0.80
9986.00,0.79
9985.00,0.79
9984.00,0.78
9983.00,0.77
9982.00,0.76
9981.00,0.75
9980.00,0.74
9979.00,0.73
9978.00,0.71
9977.00,0.70
9976.00,0.69
9975.00,0.68
9974.00,0.67
9973.00,0.66
9972.00,0.65
9971.00,0.65
9970.00,0.64
9969.00,0.64
9968.00,0.63
9967.00,0.63
9966.00,0.62
9965.00,0.62
9964.00,0.61
9963.00,0.61
9962.00,0.61
9961.00,0.61
9960.00,0.60
9959.00,0.61
9958.00,0.61
9957.00,0.61
9956.00,0.62
9955.00,0.62
9954.00,0.63
9953.00,0.64
9952.00,0.65
9951.00,0.66
9950.00,0.67
9949.00,0.68
9948.00,0.69
9947.00,0.69
9946.00,0.70
9945.00,0.70
9944.00,0.70
9943.00,0.70
9942.00,0.70
9941.00,0.70
9940.00,0.70
9939.00,0.69
9938.00,0.69
9937.00,0.69
9936.00,0.68
9935.00,0.68
9934.00,0.67
9933.00,0.66
9932.00,0.66
9931.00,0.65
9930.00,0.64
9929.00,0.63
9928.00,0.61
9927.00,0.60
9926.00,0.58
9925.00,0.57
9924.00,0.56
9923.00,0.54
9922.00,0.53
9921.00,0.52
9920.00,0.51
9919.00,0.50
9918.00,0.49
9917.00,0.48
9916.00,0.47
9915.00,0.46
9914.00,0.46
9913.00,0.45
9912.00,0.45
9911.00,0.44
9910.00,0.44
9909.00,0.44
9908.00,0.43
9907.00,0.43
9906.00,0.43
9905.00,0.43
9904.00,0.44
9903.00,0.44
9902.00,0.44
9901.00,0.45
9900.00,0.45
9899.00,0.46
9898.00,0.46
9897.00,0.47
9896.00,0.47
9895.00,0.48
9894.00,0.48
9893.00,0.48
9892.00,0.49
9891.00,0.49
9890.00,0.49
9889.00,0.49
9888.00,0.49
9887.00,0.49
9886.00,0.49
9885.00,0.49
9884.00,0.49
9883.00,0.49
9882.00,0.49
9881.00,0.49
9880.00,0.49
9879.00,0.49
9878.00,0.49
9877.00,0.49
9876.00,0.49
9875.00,0.50
9874.00,0.50
9873.00,0.50
9872.00,0.51
9871.00,0.51
9870.00,0.51
9869.00,0.52
9868.00,0.52
9867.00,0.53
9866.00,0.54
9865.00,0.54
9864.00,0.55
9863.00,0.56
9862.00,0.57
9861.00,0.58
9860.00,0.59
9859.00,0.60
9858.00,0.61
9857.00,0.62
9856.00,0.63
9855.00,0.63
9854.00,0.64
9853.00,0.65
9852.00,0.65
9851.00,0.65
9850.00,0.66
9849.00,0.66
9848.00,0.66
9847.00,0.66
9846.00,0.66
9845.00,0.66
9844.00,0.66
9843.00,0.66
9842.00,0.65
9841.00,0.65
9840.00,0.65
9839.00,0.64
9838.00,0.64
9837.00,0.63
9836.00,0.63
9835.00,0.62
9834.00,0.61
9833.00,0.61
9832.00,0.60
9831.00,0.59
9830.00,0.58
9829.00,0.57
9828.00,0.57
9827.00,0.56
9826.00,0.55
9825.00,0.54
9824.00,0.53
9823.00,0.53
9822.00,0.52
9821.00,0.51
9820.00,0.51
9819.00,0.51
9818.00,0.50
9817.00,0.50
9816.00,0.50
9815.00,0.49
9814.00,0.49
9813.00,0.49
9812.00,0.49
9811.00,0.49
9810.00,0.49
9809.00,0.49
9808.00,0.49
9807.00,0.49
9806.00,0.50
9805.00,0.50
9804.00,0.50
9803.00,0.51
9802.00,0.51
9801.00,0.52
9800.00,0.52
9799.00,0.53
9798.00,0.53
9797.00,0.54
9796.00,0.54
9795.00,0.55
9794.00,0.55
9793.00,0.56
9792.00,0.56
9791.00,0.56
9790.00,0.56
9789.00,0.56
9788.00,0.56
9787.00,0.56
9786.00,0.56
9785.00,0.56
9784.00,0.56
9783.00,0.56
9782.00,0.56
9781.00,0.56
9780.00,0.56
9779.00,0.55
9778.00,0.55
9777.00,0.54
9776.00,0.54
9775.00,0.53
9774.00,0.53
9773.00,0.52
9772.00,0.51
9771.00,0.51
9770.00,0.50
9769.00,0.50
9768.00,0.49
9767.00,0.48
9766.00,0.48
9765.00,0.48
9764.00,0.47
9763.00,0.47
9762.00,0.47
9761.00,0.47
9760.00,0.46
9759.00,0.46
9758.00,0.46
9757.00,0.46
9756.00,0.47
9755.00,0.47
9754.00,0.47
9753.00,0.47
9752.00,0.48
9751.00,0.48
9750.00,0.49
9749.00,0.49
9748.00,0.50
9747.00,0.50
9746.00,0.51
9745.00,0.51
9744.00,0.52
9743.00,0.52
9742.00,0.53
9741.00,0.53
9740.00,0.53
9739.00,0.53
9738.00,0.53
9737.00,0.53
9736.00,0.53
9735.00,0.52
9734.00,0.52
9733.00,0.51
9732.00,0.51
9731.00,0.50
9730.00,0.50
9729.00,0.49
9728.00,0.48
9727.00,0.47
9726.00,0.47
9725.00,0.46
9724.00,0.45
9723.00,0.45
9722.00,0.44
9721.00,0.44
9720.00,0.44
9719.00,0.43
9718.00,0.43
9717.00,0.43
9716.00,0.43
9715.00,0.43
9714.00,0.43
9713.00,0.44
9712.00,0.44
9711.00,0.44
9710.00,0.45
9709.00,0.46
9708.00,0.46
9707.00,0.47
9706.00,0.47
9705.00,0.48
9704.00,0.48
9703.00,0.49
9702.00,0.49
9701.00,0.49
9700.00,0.50
9699.00,0.50
9698.00,0.50
9697.00,0.50
9696.00,0.50
9695.00,0.50
9694.00,0.50
9693.00,0.50
9692.00,0.49
9691.00,0.49
9690.00,0.48
9689.00,0.47
9688.00,0.47
9687.00,0.46
9686.00,0.45
9685.00,0.44
9684.00,0.44
9683.00,0.43
9682.00,0.42
9681.00,0.42
9680.00,0.41
9679.00,0.41
9678.00,0.41
9677.00,0.40
9676.00,0.40
9675.00,0.40
9674.00,0.40
9673.00,0.40
9672.00,0.40
9671.00,0.41
9670.00,0.41
9669.00,0.41
9668.00,0.41
9667.00,0.42
9666.00,0.42
9665.00,0.42
9664.00,0.43
9663.00,0.44
9662.00,0.44
9661.00,0.45
9660.00,0.46
9659.00,0.46
9658.00,0.47
9657.00,0.48
9656.00,0.48
9655.00,0.49
9654.00,0.50
9653.00,0.50
9652.00,0.50
9651.00,0.51
9650.00,0.51
9649.00,0.51
9648.00,0.51
9647.00,0.52
9646.00,0.52
9645.00,0.52
9644.00,0.52
9643.00,0.51
9642.00,0.51
9641.00,0.51
9640.00,0.51
9639.00,0.50
9638.00,0.50
9637.00,0.50
9636.00,0.49
9635.00,0.49
9634.00,0.48
9633.00,0.48
9632.00,0.47
9631.00,0.47
9630.00,0.46
9629.00,0.46
9628.00,0.45
9627.00,0.45
9626.00,0.45
9625.00,0.44
9624.00,0.44
9623.00,0.44
9622.00,0.43
9621.00,0.43
9620.00,0.43
9619.00,0.43
9618.00,0.43
9617.00,0.43
9616.00,0.44
9615.00,0.44
9614.00,0.44
9613.00,0.45
9612.00,0.45
9611.00,0.45
9610.00,0.46
9609.00,0.46
9608.00,0.47
9607.00,0.47
9606.00,0.47
9605.00,0.47
9604.00,0.48
9603.00,0.48
9602.00,0.48
9601.00,0.48
9600.00,0.48
9599.00,0.48
9598.00,0.48
9597.00,0.48
9596.00,0.48
9595.00,0.48
9594.00,0.47
9593.00,0.47
9592.00,0.47
9591.00,0.47
9590.00,0.46
9589.00,0.46
9588.00,0.45
9587.00,0.45
9586.00,0.44
9585.00,0.44
9584.00,0.43
9583.00,0.43
9582.00,0.42
9581.00,0.42
9580.00,0.42
9579.00,0.41
9578.00,0.41
9577.00,0.41
9576.00,0.41
9575.00,0.41
9574.00,0.41
9573.00,0.41
9572.00,0.41
9571.00,0.41
9570.00,0.41
9569.00,0.41
9568.00,0.41
9567.00,0.42
9566.00,0.42
9565.00,0.43
9564.00,0.43
9563.00,0.44
9562.00,0.44
9561.00,0.45
9560.00,0.45
9559.00,0.46
9558.00,0.46
9557.00,0.47
9556.00,0.47
9555.00,0.48
9554.00,0.48
9553.00,0.48
9552.00,0.49
9551.00,0.49
9550.00,0.49
9549.00,0.49
9548.00,0.50
9547.00,0.50
9546.00,0.50
9545.00,0.51
9544.00,0.51
9543.00,0.51
9542.00,0.52
9541.00,0.52
9540.00,0.52
9539.00,0.52
9538.00,0.52
9537.00,0.52
9536.00,0.51
9535.00,0.51
9534.00,0.51
9533.00,0.51
9532.00,0.50
9531.00,0.50
9530.00,0.50
9529.00,0.50
9528.00,0.50
9527.00,0.50
9526.00,0.50
9525.00,0.50
9524.00,0.50
9523.00,0.50
9522.00,0.49
9521.00,0.49
9520.00,0.48
9519.00,0.48
