创建为新数据集,样品 834 用户 Administrator 日期 星期一, 七月 29 2019
cm-1,%T
10000.00,1.42
9999.00,1.44
9998.00,1.46
9997.00,1.48
9996.00,1.50
9995.00,1.52
9994.00,1.54
9993.00,1.56
9992.00,1.58
9991.00,1.60
9990.00,1.61
9989.00,1.63
9988.00,1.65
9987.00,1.66
9986.00,1.67
9985.00,1.68
9984.00,1.69
9983.00,1.70
9982.00,1.70
9981.00,1.71
9980.00,1.72
9979.00,1.72
9978.00,1.73
9977.00,1.73
9976.00,1.74
9975.00,1.75
9974.00,1.75
9973.00,1.76
9972.00,1.76
9971.00,1.77
9970.00,1.78
9969.00,1.78
9968.00,1.79
9967.00,1.79
9966.00,1.80
9965.00,1.80
9964.00,1.81
9963.00,1.81
9962.00,1.82
9961.00,1.82
9960.00,1.83
9959.00,1.83
9958.00,1.83
9957.00,1.84
9956.00,1.84
9955.00,1.84
9954.00,1.84
9953.00,1.84
9952.00,1.84
9951.00,1.84
9950.00,1.84
9949.00,1.84
9948.00,1.83
9947.00,1.83
9946.00,1.82
9945.00,1.81
9944.00,1.80
9943.00,1.79
9942.00,1.78
9941.00,1.77
9940.00,1.76
9939.00,1.75
9938.00,1.74
9937.00,1.73
9936.00,1.71
9935.00,1.70
9934.00,1.69
9933.00,1.69
9932.00,1.68
9931.00,1.68
9930.00,1.67
9929.00,1.67
9928.00,1.67
9927.00,1.67
9926.00,1.67
9925.00,1.67
9924.00,1.67
9923.00,1.67
9922.00,1.68
9921.00,1.68
9920.00,1.68
9919.00,1.69
9918.00,1.69
9917.00,1.69
9916.00,1.70
9915.00,1.70
9914.00,1.70
9913.00,1.71
9912.00,1.71
9911.00,1.72
9910.00,1.72
9909.00,1.72
9908.00,1.72
9907.00,1.72
9906.00,1.72
9905.00,1.72
9904.00,1.72
9903.00,1.71
9902.00,1.71
9901.00,1.71
9900.00,1.70
9899.00,1.70
9898.00,1.69
9897.00,1.68
9896.00,1.68
9895.00,1.67
9894.00,1.66
9893.00,1.66
9892.00,1.65
9891.00,1.64
9890.00,1.64
9889.00,1.63
9888.00,1.63
9887.00,1.63
9886.00,1.62
9885.00,1.62
9884.00,1.62
9883.00,1.63
9882.00,1.63
9881.00,1.63
9880.00,1.63
9879.00,1.63
9878.00,1.63
9877.00,1.64
9876.00,1.64
9875.00,1.64
9874.00,1.64
9873.00,1.64
9872.00,1.64
9871.00,1.65
9870.00,1.65
9869.00,1.66
9868.00,1.66
9867.00,1.67
9866.00,1.68
9865.00,1.68
9864.00,1.69
9863.00,1.69
9862.00,1.70
9861.00,1.70
9860.00,1.70
9859.00,1.70
9858.00,1.69
9857.00,1.69
9856.00,1.68
9855.00,1.68
9854.00,1.67
9853.00,1.66
9852.00,1.65
9851.00,1.65
9850.00,1.64
9849.00,1.63
9848.00,1.62
9847.00,1.61
9846.00,1.60
9845.00,1.59
9844.00,1.58
9843.00,1.56
9842.00,1.55
9841.00,1.54
9840.00,1.52
9839.00,1.51
9838.00,1.50
9837.00,1.49
9836.00,1.47
9835.00,1.46
9834.00,1.46
9833.00,1.45
9832.00,1.44
9831.00,1.44
9830.00,1.43
9829.00,1.43
9828.00,1.43
9827.00,1.43
9826.00,1.43
9825.00,1.43
9824.00,1.43
9823.00,1.43
9822.00,1.44
9821.00,1.44
9820.00,1.45
9819.00,1.45
9818.00,1.46
9817.00,1.47
9816.00,1.47
9815.00,1.48
9814.00,1.49
9813.00,1.50
9812.00,1.50
9811.00,1.51
9810.00,1.52
9809.00,1.53
9808.00,1.53
9807.00,1.54
9806.00,1.55
9805.00,1.56
9804.00,1.57
9803.00,1.57
9802.00,1.58
9801.00,1.59
9800.00,1.60
9799.00,1.61
9798.00,1.61
9797.00,1.62
9796.00,1.62
9795.00,1.62
9794.00,1.63
9793.00,1.63
9792.00,1.63
9791.00,1.63
9790.00,1.63
9789.00,1.63
9788.00,1.63
9787.00,1.63
