创建为新数据集,样品 546 用户 Administrator 日期 星期一, 七月 16 2018
cm-1,%T
10000.00,1.28
9999.00,1.28
9998.00,1.28
9997.00,1.28
9996.00,1.28
9995.00,1.28
9994.00,1.28
9993.00,1.28
9992.00,1.28
9991.00,1.28
9990.00,1.28
9989.00,1.29
9988.00,1.29
9987.00,1.29
9986.00,1.29
9985.00,1.29
9984.00,1.29
9983.00,1.29
9982.00,1.29
9981.00,1.29
9980.00,1.29
9979.00,1.29
9978.00,1.29
9977.00,1.28
9976.00,1.28
9975.00,1.28
9974.00,1.28
9973.00,1.28
9972.00,1.28
9971.00,1.28
9970.00,1.28
9969.00,1.27
9968.00,1.27
9967.00,1.27
9966.00,1.27
9965.00,1.26
9964.00,1.26
9963.00,1.26
9962.00,1.26
9961.00,1.25
9960.00,1.25
9959.00,1.25
9958.00,1.25
9957.00,1.25
9956.00,1.25
9955.00,1.25
9954.00,1.25
9953.00,1.25
9952.00,1.26
9951.00,1.26
9950.00,1.26
9949.00,1.26
9948.00,1.27
9947.00,1.27
9946.00,1.27
9945.00,1.27
9944.00,1.27
9943.00,1.27
9942.00,1.27
9941.00,1.28
9940.00,1.28
9939.00,1.28
9938.00,1.28
9937.00,1.28
9936.00,1.28
9935.00,1.28
9934.00,1.28
9933.00,1.28
9932.00,1.28
9931.00,1.28
9930.00,1.28
9929.00,1.28
9928.00,1.28
9927.00,1.28
9926.00,1.28
9925.00,1.28
9924.00,1.28
9923.00,1.28
9922.00,1.28
9921.00,1.28
9920.00,1.28
9919.00,1.28
9918.00,1.27
9917.00,1.27
9916.00,1.27
9915.00,1.27
9914.00,1.26
9913.00,1.26
9912.00,1.26
9911.00,1.25
9910.00,1.25
9909.00,1.25
9908.00,1.25
9907.00,1.25
9906.00,1.24
9905.00,1.24
9904.00,1.24
9903.00,1.24
9902.00,1.24
9901.00,1.23
9900.00,1.23
9899.00,1.23
9898.00,1.23
9897.00,1.23
9896.00,1.23
9895.00,1.23
9894.00,1.23
9893.00,1.22
9892.00,1.23
9891.00,1.23
9890.00,1.23
9889.00,1.23
9888.00,1.23
9887.00,1.23
9886.00,1.24
9885.00,1.24
9884.00,1.24
9883.00,1.25
9882.00,1.25
9881.00,1.26
9880.00,1.26
9879.00,1.26
9878.00,1.27
9877.00,1.27
9876.00,1.27
9875.00,1.27
9874.00,1.28
9873.00,1.28
9872.00,1.28
9871.00,1.28
9870.00,1.28
9869.00,1.28
9868.00,1.27
9867.00,1.27
9866.00,1.27
9865.00,1.27
9864.00,1.27
9863.00,1.26
9862.00,1.26
9861.00,1.26
9860.00,1.26
9859.00,1.26
9858.00,1.25
9857.00,1.25
9856.00,1.25
9855.00,1.25
9854.00,1.24
9853.00,1.24
9852.00,1.24
9851.00,1.24
9850.00,1.24
9849.00,1.24
9848.00,1.23
9847.00,1.23
9846.00,1.23
9845.00,1.23
9844.00,1.23
9843.00,1.23
9842.00,1.23
9841.00,1.23
9840.00,1.22
9839.00,1.22
9838.00,1.22
9837.00,1.22
9836.00,1.22
9835.00,1.22
9834.00,1.22
9833.00,1.21
9832.00,1.21
9831.00,1.21
9830.00,1.21
9829.00,1.21
9828.00,1.21
9827.00,1.21
9826.00,1.21
9825.00,1.21
9824.00,1.21
9823.00,1.21
9822.00,1.21
9821.00,1.21
9820.00,1.21
9819.00,1.22
9818.00,1.22
9817.00,1.22
9816.00,1.23
9815.00,1.23
9814.00,1.23
9813.00,1.24
9812.00,1.24
9811.00,1.24
9810.00,1.25
9809.00,1.25
9808.00,1.25
9807.00,1.25
9806.00,1.25
9805.00,1.26
9804.00,1.26
9803.00,1.26
9802.00,1.26
9801.00,1.26
9800.00,1.26
9799.00,1.27
9798.00,1.27
9797.00,1.27
9796.00,1.27
9795.00,1.27
9794.00,1.28
9793.00,1.28
9792.00,1.28
9791.00,1.28
9790.00,1.28
9789.00,1.28
9788.00,1.28
9787.00,1.28
9786.00,1.28
9785.00,1.28
9784.00,1.28
9783.00,1.28
9782.00,1.28
9781.00,1.28
9780.00,1.27
9779.00,1.27
9778.00,1.27
9777.00,1.27
9776.00,1.26
9775.00,1.26
9774.00,1.26
9773.00,1.26
9772.00,1.25
9771.00,1.25
9770.00,1.25
9769.00,1.25
9768.00,1.25
9767.00,1.25
9766.00,1.25
9765.00,1.25
9764.00,1.25
9763.00,1.25
9762.00,1.25
9761.00,1.25
9760.00,1.25
9759.00,1.25
9758.00,1.25
9757.00,1.25
9756.00,1.25
9755.00,1.25
9754.00,1.25
9753.00,1.25
9752.00,1.24
9751.00,1.24
9750.00,1.24
9749.00,1.24
9748.00,1.24
9747.00,1.23
9746.00,1.23
9745.00,1.23
9744.00,1.23
9743.00,1.23
9742.00,1.23
9741.00,1.23
9740.00,1.23
9739.00,1.23
9738.00,1.23
9737.00,1.24
9736.00,1.24
9735.00,1.24
9734.00,1.24
9733.00,1.24
9732.00,1.25
9731.00,1.25
9730.00,1.25
9729.00,1.25
9728.00,1.25
9727.00,1.25
9726.00,1.25
9725.00,1.25
9724.00,1.25
9723.00,1.25
9722.00,1.25
9721.00,1.25
9720.00,1.25
9719.00,1.25
9718.00,1.25
9717.00,1.25
9716.00,1.25
9715.00,1.25
9714.00,1.24
9713.00,1.24
9712.00,1.24
9711.00,1.24
9710.00,1.24
9709.00,1.24
9708.00,1.24
9707.00,1.24
9706.00,1.24
9705.00,1.24
9704.00,1.23
9703.00,1.23
9702.00,1.24
9701.00,1.24
9700.00,1.24
9699.00,1.24
9698.00,1.24
9697.00,1.24
9696.00,1.24
9695.00,1.24
9694.00,1.25
9693.00,1.25
9692.00,1.25
9691.00,1.25
9690.00,1.25
9689.00,1.25
9688.00,1.25
9687.00,1.25
9686.00,1.25
9685.00,1.25
9684.00,1.25
9683.00,1.25
9682.00,1.25
9681.00,1.25
9680.00,1.25
9679.00,1.25
9678.00,1.25
9677.00,1.25
9676.00,1.25
9675.00,1.24
9674.00,1.24
9673.00,1.24
9672.00,1.24
9671.00,1.24
9670.00,1.24
9669.00,1.24
9668.00,1.24
9667.00,1.24
9666.00,1.24
9665.00,1.23
9664.00,1.23
9663.00,1.23
9662.00,1.23
9661.00,1.23
9660.00,1.23
9659.00,1.23
9658.00,1.23
9657.00,1.23
9656.00,1.23
9655.00,1.23
9654.00,1.23
9653.00,1.23
9652.00,1.23
9651.00,1.23
9650.00,1.23
9649.00,1.23
9648.00,1.24
9647.00,1.24
9646.00,1.24
9645.00,1.24
9644.00,1.24
9643.00,1.25
9642.00,1.25
9641.00,1.25
9640.00,1.25
9639.00,1.25
9638.00,1.25
9637.00,1.25
9636.00,1.26
9635.00,1.26
9634.00,1.26
9633.00,1.26
9632.00,1.26
9631.00,1.26
9630.00,1.25
9629.00,1.25
9628.00,1.25
9627.00,1.25
9626.00,1.25
9625.00,1.25
9624.00,1.25
9623.00,1.25
9622.00,1.25
9621.00,1.25
9620.00,1.24
9619.00,1.24
9618.00,1.24
9617.00,1.24
9616.00,1.24
9615.00,1.24
9614.00,1.24
9613.00,1.24
9612.00,1.24
9611.00,1.24
9610.00,1.24
9609.00,1.24
9608.00,1.24
9607.00,1.24
9606.00,1.24
9605.00,1.24
9604.00,1.24
9603.00,1.24
9602.00,1.24
9601.00,1.24
9600.00,1.24
9599.00,1.24
9598.00,1.24
9597.00,1.24
9596.00,1.24
9595.00,1.24
9594.00,1.24
9593.00,1.24
9592.00,1.24
9591.00,1.24
9590.00,1.24
9589.00,1.24
9588.00,1.24
9587.00,1.24
9586.00,1.24
9585.00,1.24
9584.00,1.24
9583.00,1.24
9582.00,1.24
9581.00,1.24
9580.00,1.24
9579.00,1.24
9578.00,1.24
9577.00,1.24
9576.00,1.24
9575.00,1.24
9574.00,1.24
9573.00,1.24
9572.00,1.24
9571.00,1.24
9570.00,1.23
9569.00,1.23
9568.00,1.23
9567.00,1.23
9566.00,1.23
9565.00,1.23
9564.00,1.23
9563.00,1.24
9562.00,1.24
9561.00,1.24
9560.00,1.24
9559.00,1.24
9558.00,1.24
9557.00,1.24
9556.00,1.24
9555.00,1.24
9554.00,1.24
9553.00,1.24
9552.00,1.24
9551.00,1.24
9550.00,1.24
9549.00,1.24
9548.00,1.24
9547.00,1.24
9546.00,1.24
9545.00,1.24
9544.00,1.24
9543.00,1.24
9542.00,1.24
9541.00,1.24
9540.00,1.24
9539.00,1.24
9538.00,1.24
9537.00,1.24
9536.00,1.25
9535.00,1.25
9534.00,1.25
9533.00,1.25
9532.00,1.24
9531.00,1.24
9530.00,1.24
9529.00,1.24
9528.00,1.24
9527.00,1.24
9526.00,1.24
9525.00,1.24
9524.00,1.24
9523.00,1.24
9522.00,1.23
9521.00,1.23
9520.00,1.23
9519.00,1.23
9518.00,1.23
9517.00,1.23
9516.00,1.23
9515.00,1.23
9514.00,1.23
9513.00,1.23
9512.00,1.23
9511.00,1.24
9510.00,1.24
9509.00,1.24
9508.00,1.24
9507.00,1.24
9506.00,1.24
9505.00,1.25
9504.00,1.25
9503.00,1.25
9502.00,1.25
9501.00,1.25
9500.00,1.25
9499.00,1.25
9498.00,1.25
9497.00,1.25
9496.00,1.25
9495.00,1.25
9494.00,1.25
9493.00,1.25
9492.00,1.25
9491.00,1.25
9490.00,1.24
9489.00,1.24
9488.00,1.24
9487.00,1.24
9486.00,1.24
9485.00,1.24
9484.00,1.24
9483.00,1.23
9482.00,1.23
9481.00,1.23
9480.00,1.23
9479.00,1.23
9478.00,1.23
9477.00,1.23
9476.00,1.23
9475.00,1.24
9474.00,1.24
9473.00,1.24
9472.00,1.24
9471.00,1.24
9470.00,1.24
9469.00,1.24
9468.00,1.24
9467.00,1.25
9466.00,1.25
9465.00,1.25
9464.00,1.25
9463.00,1.25
9462.00,1.25
9461.00,1.25
9460.00,1.25
9459.00,1.24
9458.00,1.24
9457.00,1.24
9456.00,1.24
9455.00,1.24
9454.00,1.23
9453.00,1.23
9452.00,1.23
9451.00,1.22
9450.00,1.22
9449.00,1.22
9448.00,1.22
9447.00,1.22
9446.00,1.22
9445.00,1.22
9444.00,1.22
9443.00,1.22
9442.00,1.22
9441.00,1.22
9440.00,1.22
9439.00,1.23
9438.00,1.23
9437.00,1.23
9436.00,1.24
9435.00,1.24
9434.00,1.24
9433.00,1.25
9432.00,1.25
9431.00,1.25
9430.00,1.26
9429.00,1.26
9428.00,1.26
9427.00,1.27
9426.00,1.27
9425.00,1.27
9424.00,1.28
9423.00,1.28
9422.00,1.28
9421.00,1.28
9420.00,1.28
9419.00,1.28
9418.00,1.28
9417.00,1.28
9416.00,1.28
9415.00,1.28
9414.00,1.28
9413.00,1.28
9412.00,1.28
9411.00,1.27
9410.00,1.27
9409.00,1.27
9408.00,1.27
9407.00,1.27
9406.00,1.26
9405.00,1.26
9404.00,1.26
9403.00,1.26
9402.00,1.25
9401.00,1.25
9400.00,1.25
9399.00,1.25
9398.00,1.25
9397.00,1.24
9396.00,1.24
9395.00,1.24
9394.00,1.24
9393.00,1.24
9392.00,1.24
9391.00,1.24
9390.00,1.23
9389.00,1.23
9388.00,1.23
9387.00,1.23
9386.00,1.23
9385.00,1.23
9384.00,1.23
9383.00,1.24
9382.00,1.24
9381.00,1.24
9380.00,1.24
9379.00,1.24
9378.00,1.24
9377.00,1.24
9376.00,1.24
9375.00,1.24
9374.00,1.24
9373.00,1.24
9372.00,1.24
9371.00,1.24
9370.00,1.24
9369.00,1.24
9368.00,1.24
9367.00,1.24
9366.00,1.24
9365.00,1.24
9364.00,1.24
9363.00,1.24
9362.00,1.24
9361.00,1.25
9360.00,1.25
9359.00,1.25
9358.00,1.25
9357.00,1.25
9356.00,1.25
9355.00,1.25
9354.00,1.25
9353.00,1.25
9352.00,1.25
9351.00,1.25
9350.00,1.26
9349.00,1.26
9348.00,1.26
9347.00,1.26
9346.00,1.26
9345.00,1.26
9344.00,1.26
9343.00,1.26
9342.00,1.26
9341.00,1.26
9340.00,1.26
9339.00,1.26
9338.00,1.26
9337.00,1.26
9336.00,1.26
9335.00,1.26
9334.00,1.26
9333.00,1.26
9332.00,1.26
9331.00,1.26
9330.00,1.26
9329.00,1.26
9328.00,1.26
9327.00,1.25
9326.00,1.25
9325.00,1.25
9324.00,1.25
9323.00,1.25
9322.00,1.25
9321.00,1.25
9320.00,1.25
9319.00,1.25
9318.00,1.25
9317.00,1.25
9316.00,1.25
9315.00,1.24
9314.00,1.24
9313.00,1.24
9312.00,1.24
9311.00,1.24
9310.00,1.24
9309.00,1.24
9308.00,1.24
9307.00,1.23
9306.00,1.23
9305.00,1.23
9304.00,1.23
9303.00,1.23
9302.00,1.23
9301.00,1.23
9300.00,1.23
9299.00,1.23
9298.00,1.23
9297.00,1.23
9296.00,1.22
9295.00,1.22
9294.00,1.22
9293.00,1.22
9292.00,1.22
9291.00,1.22
9290.00,1.22
9289.00,1.23
9288.00,1.23
9287.00,1.23
9286.00,1.23
9285.00,1.23
9284.00,1.23
9283.00,1.24
9282.00,1.24
9281.00,1.24
9280.00,1.24
9279.00,1.25
9278.00,1.25
9277.00,1.25
9276.00,1.25
9275.00,1.25
9274.00,1.26
9273.00,1.26
9272.00,1.26
9271.00,1.26
9270.00,1.26
9269.00,1.26
9268.00,1.26
9267.00,1.25
9266.00,1.25
9265.00,1.25
