创建为新数据集,样品 727 用户 Administrator 日期 星期五, 七月 20 2018
cm-1,%T
10000.00,1.22
9999.00,1.22
9998.00,1.22
9997.00,1.22
9996.00,1.22
9995.00,1.22
9994.00,1.22
9993.00,1.22
9992.00,1.21
9991.00,1.21
9990.00,1.21
9989.00,1.21
9988.00,1.21
9987.00,1.21
9986.00,1.21
9985.00,1.20
9984.00,1.20
9983.00,1.20
9982.00,1.20
9981.00,1.20
9980.00,1.20
9979.00,1.20
9978.00,1.20
9977.00,1.20
9976.00,1.20
9975.00,1.21
9974.00,1.21
9973.00,1.21
9972.00,1.21
9971.00,1.21
9970.00,1.21
9969.00,1.22
9968.00,1.22
9967.00,1.22
9966.00,1.22
9965.00,1.22
9964.00,1.22
9963.00,1.22
9962.00,1.22
9961.00,1.22
9960.00,1.22
9959.00,1.22
9958.00,1.22
9957.00,1.22
9956.00,1.22
9955.00,1.22
9954.00,1.21
9953.00,1.21
9952.00,1.21
9951.00,1.21
9950.00,1.21
9949.00,1.21
9948.00,1.21
9947.00,1.21
9946.00,1.21
9945.00,1.21
9944.00,1.21
9943.00,1.20
9942.00,1.20
9941.00,1.20
9940.00,1.20
9939.00,1.20
9938.00,1.20
9937.00,1.20
9936.00,1.21
9935.00,1.21
9934.00,1.21
9933.00,1.21
9932.00,1.21
9931.00,1.20
9930.00,1.20
9929.00,1.20
9928.00,1.20
9927.00,1.20
9926.00,1.20
9925.00,1.20
9924.00,1.20
9923.00,1.20
9922.00,1.20
9921.00,1.20
9920.00,1.20
9919.00,1.20
9918.00,1.20
9917.00,1.20
9916.00,1.20
9915.00,1.20
9914.00,1.20
9913.00,1.20
9912.00,1.20
9911.00,1.20
9910.00,1.20
9909.00,1.20
9908.00,1.20
9907.00,1.20
9906.00,1.20
9905.00,1.20
9904.00,1.20
9903.00,1.20
9902.00,1.20
9901.00,1.21
9900.00,1.21
9899.00,1.21
9898.00,1.21
9897.00,1.21
9896.00,1.21
9895.00,1.21
9894.00,1.21
9893.00,1.21
9892.00,1.21
9891.00,1.21
9890.00,1.22
9889.00,1.22
9888.00,1.22
9887.00,1.22
9886.00,1.22
9885.00,1.22
9884.00,1.22
9883.00,1.22
9882.00,1.22
9881.00,1.22
9880.00,1.22
9879.00,1.22
9878.00,1.22
9877.00,1.21
9876.00,1.21
9875.00,1.21
9874.00,1.21
9873.00,1.21
9872.00,1.20
9871.00,1.20
9870.00,1.20
9869.00,1.20
9868.00,1.20
9867.00,1.20
9866.00,1.20
9865.00,1.20
9864.00,1.20
9863.00,1.20
9862.00,1.20
9861.00,1.20
9860.00,1.20
9859.00,1.20
9858.00,1.20
9857.00,1.20
9856.00,1.20
9855.00,1.21
9854.00,1.21
9853.00,1.21
9852.00,1.21
9851.00,1.21
9850.00,1.21
9849.00,1.21
9848.00,1.21
9847.00,1.21
9846.00,1.21
9845.00,1.21
9844.00,1.21
9843.00,1.22
9842.00,1.22
9841.00,1.22
9840.00,1.22
9839.00,1.22
9838.00,1.22
9837.00,1.22
9836.00,1.22
9835.00,1.22
9834.00,1.22
9833.00,1.22
9832.00,1.22
9831.00,1.22
9830.00,1.22
9829.00,1.22
9828.00,1.22
9827.00,1.22
9826.00,1.22
9825.00,1.21
9824.00,1.21
9823.00,1.21
9822.00,1.21
9821.00,1.21
9820.00,1.21
9819.00,1.20
9818.00,1.20
9817.00,1.20
9816.00,1.20
9815.00,1.20
9814.00,1.20
9813.00,1.19
9812.00,1.19
9811.00,1.19
9810.00,1.19
9809.00,1.19
9808.00,1.19
9807.00,1.19
9806.00,1.19
9805.00,1.19
9804.00,1.19
9803.00,1.19
9802.00,1.19
9801.00,1.19
9800.00,1.19
9799.00,1.19
9798.00,1.19
9797.00,1.19
9796.00,1.19
9795.00,1.19
9794.00,1.19
9793.00,1.19
9792.00,1.19
9791.00,1.19
9790.00,1.19
9789.00,1.19
9788.00,1.19
9787.00,1.20
9786.00,1.20
9785.00,1.20
9784.00,1.20
9783.00,1.20
9782.00,1.20
9781.00,1.20
9780.00,1.20
9779.00,1.20
9778.00,1.20
9777.00,1.20
9776.00,1.20
9775.00,1.20
9774.00,1.20
9773.00,1.20
9772.00,1.20
9771.00,1.20
9770.00,1.20
9769.00,1.20
9768.00,1.20
9767.00,1.20
9766.00,1.21
9765.00,1.21
9764.00,1.21
9763.00,1.21
9762.00,1.21
9761.00,1.21
9760.00,1.21
9759.00,1.21
9758.00,1.21
9757.00,1.21
9756.00,1.21
9755.00,1.21
9754.00,1.20
9753.00,1.20
9752.00,1.20
9751.00,1.20
9750.00,1.20
9749.00,1.20
9748.00,1.19
9747.00,1.19
