创建为新数据集,样品 670 用户 Administrator 日期 星期四, 七月 19 2018
cm-1,%T
10000.00,1.53
9999.00,1.52
9998.00,1.52
9997.00,1.52
9996.00,1.52
9995.00,1.52
9994.00,1.52
9993.00,1.51
9992.00,1.51
9991.00,1.51
9990.00,1.51
9989.00,1.52
9988.00,1.52
9987.00,1.52
9986.00,1.52
9985.00,1.52
9984.00,1.52
9983.00,1.52
9982.00,1.52
9981.00,1.52
9980.00,1.52
9979.00,1.52
9978.00,1.52
9977.00,1.52
9976.00,1.52
9975.00,1.52
9974.00,1.52
9973.00,1.52
9972.00,1.52
9971.00,1.52
9970.00,1.52
9969.00,1.52
9968.00,1.51
9967.00,1.51
9966.00,1.51
9965.00,1.51
9964.00,1.51
9963.00,1.51
9962.00,1.51
9961.00,1.51
9960.00,1.52
9959.00,1.52
9958.00,1.52
9957.00,1.52
9956.00,1.52
9955.00,1.52
9954.00,1.52
9953.00,1.52
9952.00,1.52
9951.00,1.52
9950.00,1.52
9949.00,1.52
9948.00,1.52
9947.00,1.52
9946.00,1.52
9945.00,1.52
9944.00,1.52
9943.00,1.52
9942.00,1.52
9941.00,1.52
9940.00,1.52
9939.00,1.52
9938.00,1.52
9937.00,1.52
9936.00,1.52
9935.00,1.52
9934.00,1.52
9933.00,1.52
9932.00,1.52
9931.00,1.52
9930.00,1.52
9929.00,1.52
9928.00,1.52
9927.00,1.52
9926.00,1.52
9925.00,1.52
9924.00,1.52
9923.00,1.52
9922.00,1.52
9921.00,1.52
9920.00,1.52
9919.00,1.52
9918.00,1.52
9917.00,1.52
9916.00,1.52
9915.00,1.52
9914.00,1.51
9913.00,1.51
9912.00,1.51
9911.00,1.51
9910.00,1.51
9909.00,1.51
9908.00,1.51
9907.00,1.51
9906.00,1.51
9905.00,1.51
9904.00,1.51
9903.00,1.51
9902.00,1.51
9901.00,1.51
9900.00,1.51
9899.00,1.51
9898.00,1.51
9897.00,1.51
9896.00,1.51
9895.00,1.51
9894.00,1.51
9893.00,1.51
9892.00,1.51
9891.00,1.51
9890.00,1.51
9889.00,1.50
9888.00,1.50
9887.00,1.50
9886.00,1.50
9885.00,1.50
9884.00,1.50
9883.00,1.50
9882.00,1.49
9881.00,1.49
9880.00,1.49
9879.00,1.49
9878.00,1.49
9877.00,1.49
9876.00,1.49
9875.00,1.49
9874.00,1.49
9873.00,1.49
9872.00,1.49
9871.00,1.49
9870.00,1.49
9869.00,1.50
9868.00,1.50
9867.00,1.50
9866.00,1.50
9865.00,1.51
9864.00,1.51
9863.00,1.51
9862.00,1.51
9861.00,1.52
9860.00,1.52
9859.00,1.52
9858.00,1.52
9857.00,1.52
9856.00,1.52
9855.00,1.52
9854.00,1.52
9853.00,1.52
9852.00,1.52
9851.00,1.52
9850.00,1.52
9849.00,1.51
9848.00,1.51
9847.00,1.51
9846.00,1.51
9845.00,1.51
9844.00,1.51
9843.00,1.50
9842.00,1.50
9841.00,1.50
9840.00,1.50
9839.00,1.50
9838.00,1.50
9837.00,1.50
9836.00,1.50
9835.00,1.50
9834.00,1.50
9833.00,1.50
9832.00,1.50
9831.00,1.50
9830.00,1.50
9829.00,1.50
9828.00,1.50
9827.00,1.50
9826.00,1.51
9825.00,1.51
9824.00,1.51
9823.00,1.51
9822.00,1.51
9821.00,1.51
9820.00,1.51
9819.00,1.51
9818.00,1.51
9817.00,1.51
9816.00,1.51
9815.00,1.51
9814.00,1.50
9813.00,1.50
9812.00,1.50
9811.00,1.49
9810.00,1.49
9809.00,1.49
9808.00,1.48
9807.00,1.48
9806.00,1.48
9805.00,1.47
9804.00,1.47
9803.00,1.47
9802.00,1.47
9801.00,1.47
9800.00,1.47
9799.00,1.47
9798.00,1.47
9797.00,1.47
9796.00,1.47
9795.00,1.48
9794.00,1.48
9793.00,1.48
9792.00,1.48
9791.00,1.48
9790.00,1.49
9789.00,1.49
9788.00,1.49
9787.00,1.49
9786.00,1.49
9785.00,1.49
9784.00,1.50
9783.00,1.50
9782.00,1.50
9781.00,1.50
9780.00,1.50
9779.00,1.50
9778.00,1.50
9777.00,1.50
9776.00,1.50
9775.00,1.50
9774.00,1.50
9773.00,1.50
9772.00,1.50
9771.00,1.50
9770.00,1.50
9769.00,1.50
9768.00,1.50
9767.00,1.51
9766.00,1.51
9765.00,1.51
9764.00,1.51
9763.00,1.51
9762.00,1.51
9761.00,1.50
9760.00,1.50
9759.00,1.50
9758.00,1.50
9757.00,1.50
9756.00,1.50
9755.00,1.50
9754.00,1.50
9753.00,1.50
9752.00,1.50
9751.00,1.50
9750.00,1.50
9749.00,1.50
9748.00,1.50
9747.00,1.50
9746.00,1.50
9745.00,1.50
9744.00,1.50
9743.00,1.50
9742.00,1.50
9741.00,1.50
9740.00,1.50
9739.00,1.51
9738.00,1.51
9737.00,1.51
9736.00,1.51
9735.00,1.51
9734.00,1.51
9733.00,1.51
9732.00,1.51
9731.00,1.51
9730.00,1.51
9729.00,1.51
9728.00,1.51
9727.00,1.51
9726.00,1.51
9725.00,1.51
9724.00,1.51
9723.00,1.51
9722.00,1.51
9721.00,1.51
9720.00,1.51
9719.00,1.51
9718.00,1.51
9717.00,1.51
9716.00,1.51
9715.00,1.51
9714.00,1.51
9713.00,1.51
9712.00,1.51
9711.00,1.51
9710.00,1.51
9709.00,1.51
9708.00,1.51
9707.00,1.51
9706.00,1.51
9705.00,1.51
9704.00,1.51
9703.00,1.51
9702.00,1.51
9701.00,1.50
9700.00,1.50
9699.00,1.50
9698.00,1.50
9697.00,1.50
9696.00,1.50
9695.00,1.50
9694.00,1.50
9693.00,1.50
9692.00,1.50
9691.00,1.50
